GARD_ID	GARD_link	cond_name
5964	https://rarediseases.info.nih.gov/diseases/5964/brown-sequard-syndrome	Brown-Sequard syndrome
5966	https://rarediseases.info.nih.gov/diseases/5966/brucellosis	Brucellosis
5968	https://rarediseases.info.nih.gov/diseases/5968/budd-chiari-syndrome	Budd-Chiari syndrome
5969	https://rarediseases.info.nih.gov/diseases/5969/buerger-disease	Buerger disease
5972	https://rarediseases.info.nih.gov/diseases/5972/bullous-pemphigoid	Bullous pemphigoid
5973	https://rarediseases.info.nih.gov/diseases/5973/burkitt-lymphoma	Burkitt lymphoma
5974	https://rarediseases.info.nih.gov/diseases/5974/burning-mouth-syndrome	Burning mouth syndrome
5975	https://rarediseases.info.nih.gov/diseases/5975/scleredema	Scleredema
5976	https://rarediseases.info.nih.gov/diseases/5976/byssinosis	Byssinosis
6011	https://rarediseases.info.nih.gov/diseases/6011/bilateral-perisylvian-polymicrogyria	Bilateral perisylvian polymicrogyria
6104	https://rarediseases.info.nih.gov/diseases/6104/chronic-lymphocytic-leukemia	Chronic lymphocytic leukemia
6333	https://rarediseases.info.nih.gov/diseases/6333/encephalocele	Encephalocele
6398	https://rarediseases.info.nih.gov/diseases/6398/exstrophy-of-the-bladder	Exstrophy of the bladder
6406	https://rarediseases.info.nih.gov/diseases/6406/primary-familial-brain-calcification	Primary Familial Brain Calcification
641	https://rarediseases.info.nih.gov/diseases/641/brachial-amelia-cleft-lip-and-holoprosencephaly	Brachial amelia, cleft lip, and holoprosencephaly
6421	https://rarediseases.info.nih.gov/diseases/6421/familial-mediterranean-fever	Familial Mediterranean fever
6479	https://rarediseases.info.nih.gov/diseases/6479/gm1-gangliosidosis-type-1	GM1 gangliosidosis type 1
6493	https://rarediseases.info.nih.gov/diseases/6493/geographic-tongue	Geographic tongue
6516	https://rarediseases.info.nih.gov/diseases/6516/glomerulonephritis	Glomerulonephritis
6549	https://rarediseases.info.nih.gov/diseases/6549/graves-disease	Graves disease
6559	https://rarediseases.info.nih.gov/diseases/6559/hailey-hailey-disease	Hailey-Hailey disease
6561	https://rarediseases.info.nih.gov/diseases/6561/black-hairy-tongue	Black hairy tongue
6670	https://rarediseases.info.nih.gov/diseases/6670/horners-syndrome	Horner's syndrome
6703	https://rarediseases.info.nih.gov/diseases/6703/hyperlipidemia-type-3	Hyperlipidemia type 3
6778	https://rarediseases.info.nih.gov/diseases/6778/incontinentia-pigmenti	Incontinentia pigmenti
6784	https://rarediseases.info.nih.gov/diseases/6784/inflammatory-breast-cancer	Inflammatory breast cancer
6787	https://rarediseases.info.nih.gov/diseases/6787/interstitial-cystitis	Interstitial cystitis
6818	https://rarediseases.info.nih.gov/diseases/6818/kennedy-disease	Kennedy disease
6830	https://rarediseases.info.nih.gov/diseases/6830/kernicterus	Kernicterus
6840	https://rarediseases.info.nih.gov/diseases/6840/kluver-bucy-syndrome	Kluver Bucy syndrome
6866	https://rarediseases.info.nih.gov/diseases/6866/bardet-biedl-syndrome	Bardet-Biedl syndrome
6940	https://rarediseases.info.nih.gov/diseases/6940/lymphocytic-infiltrate-of-jessner	Lymphocytic infiltrate of Jessner
6957	https://rarediseases.info.nih.gov/diseases/6957/multiple-symmetric-lipomatosis	Multiple symmetric lipomatosis
6992	https://rarediseases.info.nih.gov/diseases/6992/maxillonasal-dysplasia-binder-type	Maxillonasal dysplasia, Binder type
7008	https://rarediseases.info.nih.gov/diseases/7008/meige-syndrome	Meige syndrome
7096	https://rarediseases.info.nih.gov/diseases/7096/mucopolysaccharidosis-type-vii	Mucopolysaccharidosis type VII
7166	https://rarediseases.info.nih.gov/diseases/7166/nevoid-basal-cell-carcinoma-syndrome	Nevoid basal cell carcinoma syndrome
7300	https://rarediseases.info.nih.gov/diseases/7300/pachygyria	Pachygyria
7322	https://rarediseases.info.nih.gov/diseases/7322/papular-urticaria	Papular urticaria
7353	https://rarediseases.info.nih.gov/diseases/7353/pemphigus-and-fogo-selvagem	Pemphigus and fogo selvagem
7371	https://rarediseases.info.nih.gov/diseases/7371/x-linked-periventricular-heterotopia	X-linked periventricular heterotopia
7392	https://rarediseases.info.nih.gov/diseases/7392/behavioral-variant-of-frontotemporal-dementia	Behavioral variant of frontotemporal dementia
7593	https://rarediseases.info.nih.gov/diseases/7593/rubinstein-taybi-syndrome	Rubinstein-Taybi syndrome
7604	https://rarediseases.info.nih.gov/diseases/7604/sandhoff-disease	Sandhoff disease
7649	https://rarediseases.info.nih.gov/diseases/7649/simpson-golabi-behmel-syndrome	Simpson-Golabi-Behmel syndrome
7737	https://rarediseases.info.nih.gov/diseases/7737/tay-sachs-disease	Tay-Sachs disease
7751	https://rarediseases.info.nih.gov/diseases/7751/tetrahydrobiopterin-deficiency	Tetrahydrobiopterin deficiency
7830	https://rarediseases.info.nih.gov/diseases/7830/tuberous-sclerosis-complex	Tuberous sclerosis complex
7833	https://rarediseases.info.nih.gov/diseases/7833/typhus	Typhus
7892	https://rarediseases.info.nih.gov/diseases/7892/wilms-tumor	Wilms' tumor
806	https://rarediseases.info.nih.gov/diseases/806/spastic-paraplegia-facial-cutaneous-lesions	Spastic paraplegia facial cutaneous lesions
808	https://rarediseases.info.nih.gov/diseases/808/baker-vinters-syndrome	Baker Vinters syndrome
809	https://rarediseases.info.nih.gov/diseases/809/balantidiasis	Balantidiasis
812	https://rarediseases.info.nih.gov/diseases/812/bangstad-syndrome	Bangstad syndrome
813	https://rarediseases.info.nih.gov/diseases/813/banki-syndrome	Banki syndrome
816	https://rarediseases.info.nih.gov/diseases/816/orofaciodigital-syndrome-4	Orofaciodigital syndrome 4
8174	https://rarediseases.info.nih.gov/diseases/8174/cryptomicrotia-brachydactyly-syndrome	Cryptomicrotia brachydactyly syndrome
8177	https://rarediseases.info.nih.gov/diseases/8177/basedows-coma	Basedow's coma
819	https://rarediseases.info.nih.gov/diseases/819/barber-say-syndrome	Barber Say syndrome
820	https://rarediseases.info.nih.gov/diseases/820/bardet-biedl-syndrome-1	Bardet-Biedl syndrome 1
821	https://rarediseases.info.nih.gov/diseases/821/bardet-biedl-syndrome-2	Bardet-Biedl syndrome 2
822	https://rarediseases.info.nih.gov/diseases/822/bardet-biedl-syndrome-3	Bardet-Biedl syndrome 3
8223	https://rarediseases.info.nih.gov/diseases/8223/b-cell-prolymphocytic-leukemia	B cell prolymphocytic leukemia
823	https://rarediseases.info.nih.gov/diseases/823/bardet-biedl-syndrome-4	Bardet-Biedl syndrome 4
824	https://rarediseases.info.nih.gov/diseases/824/bare-lymphocyte-syndrome-2	Bare lymphocyte syndrome 2
8244	https://rarediseases.info.nih.gov/diseases/8244/brain-stem-cancer	Brain stem cancer
825	https://rarediseases.info.nih.gov/diseases/825/barnicoat-baraitser-syndrome	Barnicoat Baraitser syndrome
833	https://rarediseases.info.nih.gov/diseases/833/basaran-yilmaz-syndrome	Basaran Yilmaz syndrome
835	https://rarediseases.info.nih.gov/diseases/835/congenital-muscular-dystrophy-infantile-cataract-hypogonadism-syndrome	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome
8356	https://rarediseases.info.nih.gov/diseases/8356/coal-workers-pneumoconiosis	Coal worker's pneumoconiosis
836	https://rarediseases.info.nih.gov/diseases/836/battaglia-neri-syndrome	Battaglia-Neri syndrome
8371	https://rarediseases.info.nih.gov/diseases/8371/baritosis	Baritosis
838	https://rarediseases.info.nih.gov/diseases/838/bazex-dupre-christol-syndrome	Bazex-Dupre-Christol syndrome
8383	https://rarediseases.info.nih.gov/diseases/8383/biliary-hypoplasia	Biliary hypoplasia
8407	https://rarediseases.info.nih.gov/diseases/8407/feingold-syndrome	Feingold syndrome
841	https://rarediseases.info.nih.gov/diseases/841/bd-syndrome	Bd syndrome
8416	https://rarediseases.info.nih.gov/diseases/8416/focal-facial-dermal-dysplasia	Focal facial dermal dysplasia
8427	https://rarediseases.info.nih.gov/diseases/8427/bare-lymphocyte-syndrome	Bare lymphocyte syndrome
8432	https://rarediseases.info.nih.gov/diseases/8432/stac3-disorder	STAC3 Disorder
8452	https://rarediseases.info.nih.gov/diseases/8452/tieche-jadassohn-nevus	Tièche-Jadassohn nevus
846	https://rarediseases.info.nih.gov/diseases/846/beemer-ertbruggen-syndrome	Beemer Ertbruggen syndrome
848	https://rarediseases.info.nih.gov/diseases/848/behcet-disease	Behçet disease
8484	https://rarediseases.info.nih.gov/diseases/8484/trigger-thumb	Trigger thumb
849	https://rarediseases.info.nih.gov/diseases/849/behr-syndrome	Behr syndrome
853	https://rarediseases.info.nih.gov/diseases/853/benallegue-lacete-syndrome	Benallegue Lacete syndrome
855	https://rarediseases.info.nih.gov/diseases/855/benign-autosomal-dominant-myopathy	Benign autosomal dominant myopathy
8552	https://rarediseases.info.nih.gov/diseases/8552/berry-aneurysm-cirrhosis-pulmonary-emphysema-and-cerebral-calcification	Berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification
856	https://rarediseases.info.nih.gov/diseases/856/convulsions-benign-familial-infantile-1	Convulsions, benign familial infantile, 1
8562	https://rarediseases.info.nih.gov/diseases/8562/seckel-syndrome	Seckel syndrome
857	https://rarediseases.info.nih.gov/diseases/857/benign-familial-infantile-epilepsy	Benign familial infantile epilepsy
863	https://rarediseases.info.nih.gov/diseases/863/iga-nephropathy	IgA nephropathy
8649	https://rarediseases.info.nih.gov/diseases/8649/benign-eccrine-spiradenoma	Benign eccrine spiradenoma
8680	https://rarediseases.info.nih.gov/diseases/8680/benign-mesonephroma	Benign mesonephroma
869	https://rarediseases.info.nih.gov/diseases/869/mannosidosis-beta-a-lysosomal	Mannosidosis, beta A, lysosomal
8692	https://rarediseases.info.nih.gov/diseases/8692/whooping-cough	Whooping cough
870	https://rarediseases.info.nih.gov/diseases/870/beta-sarcoglycanopathy	Beta-sarcoglycanopathy
8704	https://rarediseases.info.nih.gov/diseases/8704/benign-angiitis-of-the-central-nervous-system	Benign angiitis of the central nervous system
871	https://rarediseases.info.nih.gov/diseases/871/beta-thalassemia	Beta-thalassemia
873	https://rarediseases.info.nih.gov/diseases/873/bethlem-myopathy	Bethlem myopathy
878	https://rarediseases.info.nih.gov/diseases/878/bidirectional-tachycardia	Bidirectional tachycardia
881	https://rarediseases.info.nih.gov/diseases/881/biemond-syndrome-type-1	Biemond syndrome type 1
882	https://rarediseases.info.nih.gov/diseases/882/biemond-syndrome-2	Biemond syndrome 2
884	https://rarediseases.info.nih.gov/diseases/884/bifid-nose	Bifid nose
885	https://rarediseases.info.nih.gov/diseases/885/bilateral-renal-agenesis-dominant-type	Bilateral renal agenesis dominant type
887	https://rarediseases.info.nih.gov/diseases/887/biliary-atresia-intrahepatic-non-syndromic-form	Biliary atresia intrahepatic non syndromic form
888	https://rarediseases.info.nih.gov/diseases/888/biliary-atresia-intrahepatic-syndromic-form	Biliary atresia intrahepatic syndromic form
892	https://rarediseases.info.nih.gov/diseases/892/billet-bear-syndrome	Billet Bear syndrome
893	https://rarediseases.info.nih.gov/diseases/893/fallot-complex-with-severe-mental-and-growth-retardation	Fallot complex with severe mental and growth retardation
894	https://rarediseases.info.nih.gov/diseases/894/biotinidase-deficiency	Biotinidase deficiency
895	https://rarediseases.info.nih.gov/diseases/895/microcephalic-primordial-dwarfism-montreal-type	Microcephalic primordial dwarfism, Montreal type
897	https://rarediseases.info.nih.gov/diseases/897/bixler-christian-gorlin-syndrome	Bixler Christian Gorlin syndrome
902	https://rarediseases.info.nih.gov/diseases/902/blepharo-naso-facial-syndrome-van-maldergem-type	Blepharo naso facial syndrome Van maldergem type
905	https://rarediseases.info.nih.gov/diseases/905/blepharophimosis-with-ptosis-syndactyly-and-short-stature	Blepharophimosis with ptosis, syndactyly, and short stature
912	https://rarediseases.info.nih.gov/diseases/912/blepharoptosis-myopia-ectopia-lentis	Blepharoptosis myopia ectopia lentis
914	https://rarediseases.info.nih.gov/diseases/914/chondrodysplasia-blomstrand-type	Chondrodysplasia Blomstrand type
915	https://rarediseases.info.nih.gov/diseases/915/bloom-syndrome	Bloom syndrome
9158	https://rarediseases.info.nih.gov/diseases/9158/brody-myopathy	Brody myopathy
916	https://rarediseases.info.nih.gov/diseases/916/blount-disease	Blount disease
918	https://rarediseases.info.nih.gov/diseases/918/bod-syndrome	BOD syndrome
920	https://rarediseases.info.nih.gov/diseases/920/bone-dysplasia-azouz-type	Bone dysplasia Azouz type
921	https://rarediseases.info.nih.gov/diseases/921/bone-dysplasia-corpus-callosum-agenesis	Bone dysplasia corpus callosum agenesis
9216	https://rarediseases.info.nih.gov/diseases/9216/baetz-greenwalt-syndrome	Baetz-Greenwalt syndrome
922	https://rarediseases.info.nih.gov/diseases/922/bone-dysplasia-lethal-holmgren-type	Bone dysplasia lethal Holmgren type
9229	https://rarediseases.info.nih.gov/diseases/9229/bile-duct-cysts	Bile duct cysts
923	https://rarediseases.info.nih.gov/diseases/923/bone-dysplasia-moore-type	Bone dysplasia Moore type
9261	https://rarediseases.info.nih.gov/diseases/9261/boerhaave-syndrome	Boerhaave syndrome
9281	https://rarediseases.info.nih.gov/diseases/9281/familial-atypical-multiple-mole-melanoma-syndrome	Familial atypical multiple mole melanoma syndrome
9289	https://rarediseases.info.nih.gov/diseases/9289/baby-rattle-pelvic-dysplasia	Baby rattle pelvic dysplasia
9303	https://rarediseases.info.nih.gov/diseases/9303/basal-cell-carcinoma-multiple	Basal cell carcinoma, multiple
9304	https://rarediseases.info.nih.gov/diseases/9304/bile-duct-cancer	Bile duct cancer
9307	https://rarediseases.info.nih.gov/diseases/9307/brain-tumor-adult	Brain tumor, adult
9310	https://rarediseases.info.nih.gov/diseases/9310/brain-tumor-childhood	Brain tumor, childhood
9312	https://rarediseases.info.nih.gov/diseases/9312/breast-cancer-male	Breast cancer, male
9313	https://rarediseases.info.nih.gov/diseases/9313/bronchial-adenomascarcinoids-childhood	Bronchial adenomas/carcinoids childhood
932	https://rarediseases.info.nih.gov/diseases/932/book-syndrome	Book syndrome
933	https://rarediseases.info.nih.gov/diseases/933/boomerang-dysplasia	Boomerang dysplasia
936	https://rarediseases.info.nih.gov/diseases/936/borjeson-forssman-lehmann-syndrome	Borjeson-Forssman-Lehmann syndrome
938	https://rarediseases.info.nih.gov/diseases/938/bork-stender-schmidt-syndrome	Bork Stender Schmidt syndrome
939	https://rarediseases.info.nih.gov/diseases/939/borrone-di-rocco-crovato-syndrome	Borrone Di Rocco Crovato syndrome
9397	https://rarediseases.info.nih.gov/diseases/9397/brenner-tumor-of-ovary	Brenner tumor of ovary
94	https://rarediseases.info.nih.gov/diseases/94/mucolipidosis-type-4	Mucolipidosis type 4
9417	https://rarediseases.info.nih.gov/diseases/9417/meralgia-paresthetica	Meralgia paresthetica
942	https://rarediseases.info.nih.gov/diseases/942/bothriocephalosis	Bothriocephalosis
943	https://rarediseases.info.nih.gov/diseases/943/botulism	Botulism
945	https://rarediseases.info.nih.gov/diseases/945/boudhina-yedes-khiari-syndrome	Boudhina Yedes Khiari syndrome
9520	https://rarediseases.info.nih.gov/diseases/9520/buruli-ulcer	Buruli ulcer
953	https://rarediseases.info.nih.gov/diseases/953/bowing-of-long-bones-congenital	Bowing of long bones congenital
9536	https://rarediseases.info.nih.gov/diseases/9536/glanders	Glanders
954	https://rarediseases.info.nih.gov/diseases/954/boylan-dew-greco-syndrome	Boylan Dew Greco syndrome
9542	https://rarediseases.info.nih.gov/diseases/9542/herpes-simiae-b-virus	Herpes simiae (B virus)
9546	https://rarediseases.info.nih.gov/diseases/9546/melioidosis	Melioidosis
955	https://rarediseases.info.nih.gov/diseases/955/brachioskeletogenital-syndrome	Brachioskeletogenital syndrome
9551	https://rarediseases.info.nih.gov/diseases/9551/bronchiolitis-obliterans	Bronchiolitis obliterans
9552	https://rarediseases.info.nih.gov/diseases/9552/polyomavirus-allograft-nephropathy	Polyomavirus allograft nephropathy
9560	https://rarediseases.info.nih.gov/diseases/9560/staphylococcal-toxic-shock-syndrome	Staphylococcal toxic shock syndrome
957	https://rarediseases.info.nih.gov/diseases/957/brachycephalofrontonasal-dysplasia	Brachycephalofrontonasal dysplasia
9573	https://rarediseases.info.nih.gov/diseases/9573/collecting-duct-carcinoma	Collecting duct carcinoma
958	https://rarediseases.info.nih.gov/diseases/958/fine-lubinsky-syndrome	Fine-Lubinsky syndrome
959	https://rarediseases.info.nih.gov/diseases/959/brachydactyly-types-b-and-e-combined	Brachydactyly types B and E combined
9598	https://rarediseases.info.nih.gov/diseases/9598/idiopathic-basal-ganglia-calcification-childhood-onset	Idiopathic basal ganglia calcification childhood-onset
960	https://rarediseases.info.nih.gov/diseases/960/brachydactylous-dwarfism-mseleni-type	Brachydactylous dwarfism Mseleni type
961	https://rarediseases.info.nih.gov/diseases/961/brachydactyly-absence-of-distal-phalanges	Brachydactyly absence of distal phalanges
962	https://rarediseases.info.nih.gov/diseases/962/brachydactyly-anonychia	Brachydactyly anonychia
9624	https://rarediseases.info.nih.gov/diseases/9624/bednar-tumor	Bednar tumor
963	https://rarediseases.info.nih.gov/diseases/963/brachydactyly-type-a3	Brachydactyly type A3
9658	https://rarediseases.info.nih.gov/diseases/9658/bartter-syndrome-antenatal-type-2	Bartter syndrome antenatal type 2
9659	https://rarediseases.info.nih.gov/diseases/9659/bartter-syndrome-type-3	Bartter syndrome type 3
966	https://rarediseases.info.nih.gov/diseases/966/brachydactyly-elbow-wrist-dysplasia	Brachydactyly elbow wrist dysplasia
9663	https://rarediseases.info.nih.gov/diseases/9663/buschke-lowenstein-tumor	Buschke Lowenstein tumor
967	https://rarediseases.info.nih.gov/diseases/967/brachydactyly-with-hypertension	Brachydactyly with hypertension
968	https://rarediseases.info.nih.gov/diseases/968/brachydactyly-long-thumb-type	Brachydactyly long thumb type
9687	https://rarediseases.info.nih.gov/diseases/9687/schistosomiasis	Schistosomiasis
9690	https://rarediseases.info.nih.gov/diseases/9690/kienbocks-disease	Kienbock's disease
9696	https://rarediseases.info.nih.gov/diseases/9696/ring-dermoid-of-cornea	Ring dermoid of cornea
9697	https://rarediseases.info.nih.gov/diseases/9697/monomelic-amyotrophy	Monomelic amyotrophy
971	https://rarediseases.info.nih.gov/diseases/971/biemond-syndrome	Biemond syndrome
972	https://rarediseases.info.nih.gov/diseases/972/brachydactyly-preaxial-with-hallux-varus-and-thumb-abduction	Brachydactyly preaxial with hallux varus and thumb abduction
9731	https://rarediseases.info.nih.gov/diseases/9731/bobble-head-doll-syndrome	Bobble-head doll syndrome
974	https://rarediseases.info.nih.gov/diseases/974/brachydactyly-small-stature-face-anomalies	Brachydactyly small stature face anomalies
9765	https://rarediseases.info.nih.gov/diseases/9765/myokymia-with-neonatal-epilepsy	Myokymia with neonatal epilepsy
977	https://rarediseases.info.nih.gov/diseases/977/brachydactyly-tibial-hypoplasia	Brachydactyly tibial hypoplasia
978	https://rarediseases.info.nih.gov/diseases/978/brachydactyly-type-a1	Brachydactyly type A1
9788	https://rarediseases.info.nih.gov/diseases/9788/basal-cell-carcinoma-infundibulocystic	Basal cell carcinoma, infundibulocystic
979	https://rarediseases.info.nih.gov/diseases/979/brachydactyly-type-a2	Brachydactyly type A2
9802	https://rarediseases.info.nih.gov/diseases/9802/progressive-familial-intrahepatic-cholestasis-1	Progressive familial intrahepatic cholestasis 1
9811	https://rarediseases.info.nih.gov/diseases/9811/intellectual-disability-dysmorphism-hypogonadism-diabetes-mellitus-syndrome	Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome
9821	https://rarediseases.info.nih.gov/diseases/9821/patterned-dystrophy-of-retinal-pigment-epithelium	Patterned dystrophy of retinal pigment epithelium
983	https://rarediseases.info.nih.gov/diseases/983/brachydactyly-type-a6	Brachydactyly type A6
984	https://rarediseases.info.nih.gov/diseases/984/brachydactyly-type-a7	Brachydactyly type A7
9841	https://rarediseases.info.nih.gov/diseases/9841/b4galt1-cdg-cdg-iid	B4GALT1-CDG (CDG-IId)
985	https://rarediseases.info.nih.gov/diseases/985/brachydactyly-type-b	Brachydactyly type B
9853	https://rarediseases.info.nih.gov/diseases/9853/inherited-bone-marrow-failure-syndromes	Inherited bone marrow failure syndromes
986	https://rarediseases.info.nih.gov/diseases/986/brachydactyly-type-c	Brachydactyly type C
987	https://rarediseases.info.nih.gov/diseases/987/brachydactyly-type-e	Brachydactyly type E
988	https://rarediseases.info.nih.gov/diseases/988/brachymesomelia-renal-syndrome	Brachymesomelia renal syndrome
989	https://rarediseases.info.nih.gov/diseases/989/brachymesophalangy-type-2	Brachymesophalangy type 2
9893	https://rarediseases.info.nih.gov/diseases/9893/brachyphalangy-polydactyly-and-tibial-aplasiahypoplasia	Brachyphalangy, polydactyly, and tibial aplasia/hypoplasia
990	https://rarediseases.info.nih.gov/diseases/990/brachydactyly-type-a4	Brachydactyly type A4
992	https://rarediseases.info.nih.gov/diseases/992/brachymetapody-anodontia-hypotrichosis-albinoidism	Brachymetapody anodontia hypotrichosis albinoidism
9921	https://rarediseases.info.nih.gov/diseases/9921/polycystic-lipomembranous-osteodysplasia-with-sclerosing-leukoencephalopathy	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy
994	https://rarediseases.info.nih.gov/diseases/994/spondyloepiphyseal-dysplasia-maroteaux-type	Spondyloepiphyseal dysplasia Maroteaux type
9948	https://rarediseases.info.nih.gov/diseases/9948/beriberi	Beriberi
998	https://rarediseases.info.nih.gov/diseases/998/braddock-jones-superneau-syndrome	Braddock Jones Superneau syndrome
9993	https://rarediseases.info.nih.gov/diseases/9993/riboflavin-transporter-deficiency	Riboflavin transporter deficiency
10001	https://rarediseases.info.nih.gov/diseases/10001/congenital-chloride-diarrhea	Congenital chloride diarrhea
10008	https://rarediseases.info.nih.gov/diseases/10008/colpocephaly	Colpocephaly
10012	https://rarediseases.info.nih.gov/diseases/10012/camptodactyly-tall-stature-and-hearing-loss-syndrome	Camptodactyly, tall stature, and hearing loss syndrome
10027	https://rarediseases.info.nih.gov/diseases/10027/campomelic-dysplasia	Campomelic dysplasia
10032	https://rarediseases.info.nih.gov/diseases/10032/presenile-dementia-kraepelin-type	Presenile dementia, Kraepelin type
10034	https://rarediseases.info.nih.gov/diseases/10034/corneal-hypesthesia-familial	Corneal hypesthesia, familial
10035	https://rarediseases.info.nih.gov/diseases/10035/developmental-prosopagnosia	Developmental prosopagnosia
10045	https://rarediseases.info.nih.gov/diseases/10045/congenital-bile-acid-synthesis-defect-type-2	Congenital bile acid synthesis defect, type 2
10049	https://rarediseases.info.nih.gov/diseases/10049/choroidal-dystrophy-central-areolar	Choroidal dystrophy central areolar
10059	https://rarediseases.info.nih.gov/diseases/10059/dystelephalangy	Dystelephalangy
10063	https://rarediseases.info.nih.gov/diseases/10063/cleft-palate-midfacial-hypoplasia-triangular-facies-and-sensorineural-hearing-loss	Cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss
10073	https://rarediseases.info.nih.gov/diseases/10073/cerebral-sarcoma	Cerebral sarcoma
10077	https://rarediseases.info.nih.gov/diseases/10077/chondrodysplasia-acromesomelic-with-genital-anomalies	Chondrodysplasia acromesomelic with genital anomalies
10078	https://rarediseases.info.nih.gov/diseases/10078/crumpled-helices-and-small-mouth	Crumpled helices and small mouth
10080	https://rarediseases.info.nih.gov/diseases/10080/catatrichy	Catatrichy
10086	https://rarediseases.info.nih.gov/diseases/10086/neuropathy-congenital-with-arthrogryposis-multiplex	Neuropathy, congenital, with arthrogryposis multiplex
10087	https://rarediseases.info.nih.gov/diseases/10087/distal-arthrogryposis-with-hypopituitarism-intellectual-disability-and-facial-anomalies	Distal arthrogryposis with hypopituitarism, intellectual disability and facial anomalies
10088	https://rarediseases.info.nih.gov/diseases/10088/majeed-syndrome	Majeed syndrome
10090	https://rarediseases.info.nih.gov/diseases/10090/pierre-robin-sequence-with-pectus-excavatum-and-rib-and-scapular-anomalies	Pierre Robin sequence with pectus excavatum and rib and scapular anomalies
10091	https://rarediseases.info.nih.gov/diseases/10091/sotos-syndrome	Sotos syndrome
101	https://rarediseases.info.nih.gov/diseases/101/centronuclear-myopathy	Centronuclear myopathy
10100	https://rarediseases.info.nih.gov/diseases/10100/tietze-syndrome	Tietze syndrome
10108	https://rarediseases.info.nih.gov/diseases/10108/congenital-myasthenic-syndrome-associated-with-acetylcholine-receptor-deficiency	Congenital myasthenic syndrome associated with acetylcholine receptor deficiency
10115	https://rarediseases.info.nih.gov/diseases/10115/hyperostosis-hyperphosphatemia-syndrome	Hyperostosis-hyperphosphatemia syndrome
10117	https://rarediseases.info.nih.gov/diseases/10117/retinal-cone-dystrophy-2	Retinal cone dystrophy 2
10119	https://rarediseases.info.nih.gov/diseases/10119/cone-dystrophy-x-linked-with-tapetal-like-sheen	Cone dystrophy X-linked with tapetal-like sheen
10123	https://rarediseases.info.nih.gov/diseases/10123/progressive-bifocal-chorioretinal-atrophy	Progressive bifocal chorioretinal atrophy
10132	https://rarediseases.info.nih.gov/diseases/10132/neuropathy-hereditary-motor-and-sensory-russe-type	Neuropathy, hereditary motor and sensory, Russe type
10134	https://rarediseases.info.nih.gov/diseases/10134/camptodactyly-ichthyosis-syndrome	Camptodactyly-ichthyosis syndrome
10139	https://rarediseases.info.nih.gov/diseases/10139/chondrocalcinosis-due-to-apatite-crystal-deposition	Chondrocalcinosis due to apatite crystal deposition
10141	https://rarediseases.info.nih.gov/diseases/10141/myelocytic-leukemia-like-syndrome-familial-chronic	Myelocytic leukemia-like syndrome, familial, chronic
10156	https://rarediseases.info.nih.gov/diseases/10156/chylothorax-congenital	Chylothorax, congenital
10163	https://rarediseases.info.nih.gov/diseases/10163/curly-hair-acral-keratoderma-caries-syndrome	Curly hair-acral keratoderma-caries syndrome
10166	https://rarediseases.info.nih.gov/diseases/10166/cerebrospinal-fluid-leak	Cerebrospinal fluid leak
10167	https://rarediseases.info.nih.gov/diseases/10167/joubert-syndrome-2	Joubert syndrome 2
10184	https://rarediseases.info.nih.gov/diseases/10184/pseudohyperkalemia-cardiff	Pseudohyperkalemia Cardiff
10185	https://rarediseases.info.nih.gov/diseases/10185/chester-porphyria	Chester porphyria
10190	https://rarediseases.info.nih.gov/diseases/10190/focal-cortical-dysplasia-of-taylor	Focal cortical dysplasia of Taylor
10214	https://rarediseases.info.nih.gov/diseases/10214/neonatal-intrahepatic-cholestasis-caused-by-citrin-deficiency	Neonatal intrahepatic cholestasis caused by citrin deficiency
10220	https://rarediseases.info.nih.gov/diseases/10220/czech-dysplasia-metatarsal-type	Czech dysplasia metatarsal type
10222	https://rarediseases.info.nih.gov/diseases/10222/cataracts-ataxia-short-stature-and-mental-retardation	Cataracts, ataxia, short stature, and mental retardation
10226	https://rarediseases.info.nih.gov/diseases/10226/cog1-cdg-cdg-iig	COG1-CDG (CDG-IIg)
10227	https://rarediseases.info.nih.gov/diseases/10227/cataract-posterior-polar-3	Cataract, posterior polar, 3
10228	https://rarediseases.info.nih.gov/diseases/10228/cataract-posterior-polar-4	Cataract, posterior polar, 4
10232	https://rarediseases.info.nih.gov/diseases/10232/crohns-disease	Crohn's disease
10234	https://rarediseases.info.nih.gov/diseases/10234/cataract-posterior-polar-1	Cataract, posterior polar, 1
10236	https://rarediseases.info.nih.gov/diseases/10236/cataract-posterior-polar-5	Cataract, posterior polar, 5
10240	https://rarediseases.info.nih.gov/diseases/10240/coq-responsive-oxphos-deficiency	CoQ-responsive OXPHOS deficiency
10266	https://rarediseases.info.nih.gov/diseases/10266/hereditary-cerebral-hemorrhage-with-amyloidosis	Hereditary cerebral hemorrhage with amyloidosis
10276	https://rarediseases.info.nih.gov/diseases/10276/windblown-hand	Windblown hand
10280	https://rarediseases.info.nih.gov/diseases/10280/klippel-feil-syndrome	Klippel Feil syndrome
10282	https://rarediseases.info.nih.gov/diseases/10282/lin-gettig-syndrome	Lin-Gettig syndrome
