ordo_id	ordo_name	omim_id	orphanet_link
183707	Neutrophil immunodeficiency syndrome	608203	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=183707
2314	Autosomal dominant hyper-IgE syndrome	147060	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2314
183678	Hermansky-Pudlak syndrome with neutropenia	608233	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=183678
183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency	614102	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=183675
183713	Bacterial susceptibility due to TLR signaling pathway deficiency	612260	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=183713
2380	Legg-CalvÃ©-Perthes disease	150600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2380
844	Lown-Ganong-Levine syndrome	108950	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=844
676	Hereditary chronic pancreatitis	167800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=676
643	Giant axonal neuropathy	256850	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=643
634	Netherton syndrome	256500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=634
140	Campomelic dysplasia	114290	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=140
642	Hereditary sensory and autonomic neuropathy type 4	256800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=642
627	Nance-Horan syndrome	302350	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=627
638	Neurofibromatosis-Noonan syndrome	601321	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=638
326	Congenital factor V deficiency	227400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=326
526	Liddle syndrome	618114	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=526
526	Liddle syndrome	618126	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=526
526	Liddle syndrome	177200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=526
342	Familial Mediterranean fever	249100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=342
180	Choroideremia	303100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=180
327	Congenital factor VII deficiency	227500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=327
373	Simpson-Golabi-Behmel syndrome	312870	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=373
403	Familial hyperaldosteronism type I	103900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=403
847	Alpha-thalassemia-X-linked intellectual disability syndrome	301040	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=847
475	Joubert syndrome	213300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=475
392	Holt-Oram syndrome	142900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=392
113	Bazex-DuprÃ©-Christol syndrome	301845	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=113
86	Familial abdominal aortic aneurysm	100070	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=86
243	46,XX gonadal dysgenesis	233300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=243
136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	125310	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=136
184	Cherubism	118400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=184
71	Chylomicron retention disease	246700	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=71
182067	Glial tumor	137800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=182067
1949	Benign familial neonatal epilepsy	121200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1949
189	Hidrotic ectodermal dysplasia	129500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=189
1473	Uveal coloboma-cleft lip and palate-intellectual disability	120433	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1473
182050	MYH9-related disease	155100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=182050
3103	Roberts syndrome	268300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=3103
709	Peters plus syndrome	261540	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=709
776	X-linked intellectual disability with marfanoid habitus	309520	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=776
670	PIBIDS syndrome	601675	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=670
902	Werner syndrome	277700	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=902
888	Van der Woude syndrome	119300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=888
871	Familial progressive cardiac conduction defect	113900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=871
1590	Distal monosomy 13q	602553	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1590
1587	Monosomy 13q14	613884	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1587
1621	3q13 microdeletion syndrome	615433	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1621
1620	Distal monosomy 3p	613792	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1620
500	Noonan syndrome with multiple lentigines	151100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=500
507	Leishmaniasis	608207	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=507
548	Leprosy	609888	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=548
233	Duane retraction syndrome	126800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=233
2445	Conotruncal heart malformations	217095	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2445
2014	Cleft palate	119540	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2014
240	LÃ©ri-Weill dyschondrosteosis	127300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=240
358	Gitelman syndrome	263800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=358
242	46,XY complete gonadal dysgenesis	400044	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=242
2052	Fraser syndrome	617667	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2052
2052	Fraser syndrome	617666	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2052
2052	Fraser syndrome	219000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2052
1354	Heart defects-limb shortening syndrome	212135	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1354
1358	Carey-Fineman-Ziter syndrome	254940	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1358
557	Isolated anorectal malformation	107100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=557
111	Barth syndrome	302060	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=111
1308	C syndrome	211750	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1308
150	Nasopharyngeal carcinoma	607107	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=150
1552	Currarino syndrome	176450	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1552
1580	Distal monosomy 10p	601362	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1580
624	Familial multiple nevi flammei	163000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=624
3000	Familial male-limited precocious puberty	176410	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=3000
680	Normokalemic periodic paralysis	170600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=680
916	Aase-Smith syndrome	147800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=916
918	ABCD syndrome	600501	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=918
920	Ablepharon macrostomia syndrome	200110	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=920
931	Acheiropodia	200500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=931
929	Achalasia-microcephaly syndrome	200450	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=929
869	Triple A syndrome	231550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=869
2297	Insulin-resistance syndrome type A	610549	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2297
921	Abruzzo-Erickson syndrome	302905	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=921
27	Vitamin B12-unresponsive methylmalonic acidemia	251000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=27
939	3-hydroxyisobutyric aciduria	236795	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=939
31	Oxoglutaric aciduria	203740	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=31
935	Short-limb skeletal dysplasia with severe combined immunodeficiency	200900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=935
1795	Peripheral dysostosis	170700	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1795
37	Acrodermatitis enteropathica	201100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=37
949	Acrocraniofacial dysostosis	201050	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=949
957	Acropectorovertebral dysplasia	102510	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=957
958	Acro-renal-mandibular syndrome	200980	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=958
955	Acroosteolysis dominant type	102500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=955
952	Acrofacial dysostosis, Weyers type	193530	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=952
1713	17p11.2 microduplication syndrome	610883	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1713
1878	TRIM32-related  limb-girdle muscular dystrophy R8	254110	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1878
1876	Oculogastrointestinal muscular dystrophy	277320	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1876
1948	Epilepsy-microcephaly-skeletal dysplasia syndrome	601352	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1948
1946	Amelocerebrohypohidrotic syndrome	226750	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1946
1951	Epilepsy-telangiectasia syndrome	226850	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1951
156	Carnitine palmitoyl transferase 1A deficiency	255120	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=156
2598	Mitochondrial myopathy and sideroblastic anemia	600462	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=2598
1078	Thumb stiffness-brachydactyly-intellectual disability syndrome	188201	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1078
1072	Ankyloblepharon filiforme adnatum-cleft palate syndrome	106250	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1072
1071	Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	106260	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1071
1069	Aniridia-absent patella syndrome	106220	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1069
1064	Aniridia-renal agenesis-psychomotor retardation syndrome	206750	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1064
1062	Hereditary neurocutaneous malformation	106070	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1062
1052	Mosaic variegated aneuploidy syndrome	257300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1052
1126	Aprosencephaly cerebellar dysgenesis	601374	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1126
1125	Ocular motor apraxia, Cogan type	257550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1125
1120	Lung agenesis-heart defect-thumb anomalies syndrome	601612	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1120
1122	Ulnar hypoplasia-split foot syndrome	314360	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1122
1116	Aplasia cutis congenita-intestinal lymphangiectasia syndrome	207731	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1116
1118	Fibular aplasia-ectrodactyly syndrome	113310	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1118
1117	Aplasia cutis-myopia syndrome	601075	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1117
1110	Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome	107500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1110
1113	Aphalangy-syndactyly-microcephaly syndrome	600384	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1113
1112	Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome	207620	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1112
1106	Microphthalmia with limb anomalies	206920	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1106
83	Antley-Bixler syndrome	207410	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=83
1104	Anophthalmia plus syndrome	600776	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1104
1094	Anonychia-microcephaly syndrome	607214	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1094
1092	Renal-genital-middle ear anomalies	267400	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1092
991	PAGOD syndrome	202660	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=991
990	Agnathia-holoprosencephaly-situs inversus syndrome	202650	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=990
989	Hypoglossia-hypodactyly syndrome	103300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=989
994	Fetal akinesia deformation sequence	208150	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=994
978	ADULT syndrome	103285	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=978
977	Adrenomyodystrophy	300270	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=977
983	Testicular regression syndrome	273250	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=983
971	Acrorenal syndrome	102520	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=971
40	Acromesomelic dysplasia, Maroteaux type	602875	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=40
969	Acromicric dysplasia	102370	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=969
974	Adams-Oliver syndrome	100300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=974
973	Congenital absence/hypoplasia of fingers excluding thumb, unilateral	102650	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=973
964	Acromegaly-cutis verticis gyrata-corneal leukoma syndrome	102100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=964
968	Acromesomelic dysplasia, Hunter-Thompson type	201250	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=968
965	Acromegaloid facial appearance syndrome	102150	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=965
139411	Carney triad	604287	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=139411
1028	Amelo-onycho-hypohidrotic syndrome	104570	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1028
1031	Enamel-renal syndrome	204690	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1031
1035	Beta-mercaptolactate cysteine disulfiduria	249650	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1035
1021	Amaurosis-hypertrichosis syndrome	204110	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1021
64	AlstrÃ¶m syndrome	203800	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=64
1023	Congenital generalized hypertrichosis, Ambras type	145701	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1023
1027	Autosomal recessive amelia	601360	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1027
139406	Encephalopathy due to prosaposin deficiency	611721	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=139406
1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	104130	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1008
1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	104100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1010
1014	Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	601217	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1014
1001	2q37 microdeletion syndrome	600430	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1001
59	Allan-Herndon-Dudley syndrome	300523	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=59
1003	Scalp defects-postaxial polydactyly syndrome	181250	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1003
1005	Alopecia-contractures-dwarfism-intellectual disability syndrome	203550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1005
1253	Ascher syndrome	109900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1253
1252	Blepharonasofacial malformation syndrome	110050	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1252
1248	Maxillonasal dysplasia	155050	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1248
127	Borjeson-Forssman-Lehmann syndrome	301900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=127
1264	Tricho-retino-dento-digital syndrome	191482	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1264
1262	BÃ¶Ã¶k syndrome	112300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1262
1263	Boomerang dysplasia	112310	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1263
1259	Blepharoptosis-myopia-ectopia lentis syndrome	110150	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1259
1261	Bonnemann-Meinecke-Reich syndrome	225755	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1261
1234	Bartsocas-Papas syndrome	263650	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1234
1231	Barber-Say syndrome	209885	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1231
1229	Congenital intrauterine infection-like syndrome	251290	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1229
1228	Banki syndrome	109300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1228
1241	Bencze syndrome	141350	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1241
1240	Metaphyseal acroscyphodysplasia	250215	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1240
1237	Beemer-Ertbruggen syndrome	209970	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1237
114	Auriculoosteodysplasia	109000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=114
115	Congenital contractural arachnodactyly	121050	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=115
1292	Brachymorphism-onychodysplasia-dysphalangism syndrome	113477	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1292
137625	Glycogen storage disease due to muscle and heart glycogen synthase deficiency	611556	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137625
137658	Microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome	615236	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137658
1299	Branchioskeletogenital syndrome	211380	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1299
1300	Autosomal dominant popliteal pterygium syndrome	119500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1300
137667	Capillary malformation-arteriovenous malformation	608354	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137667
137634	Overgrowth-macrocephaly-facial dysmorphism syndrome	614192	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137634
1295	Brachytelephalangy-dysmorphism-Kallmann syndrome	113480	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1295
137631	Lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome	611926	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137631
1296	Lambert syndrome	245550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1296
1297	Branchio-oculo-facial syndrome	113620	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1297
1276	Brachydactyly-arterial hypertension syndrome	112410	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1276
1275	Brachydactyly-elbow wrist dysplasia syndrome	186550	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1275
1266	Dermato-cardio-skeletal syndrome, Borrone type	211170	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1266
1271	Bowen syndrome	211200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1271
1270	Bowen-Conradi syndrome	211180	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1270
137605	Legius syndrome	611431	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137605
1278	Brachydactyly-preaxial hallux varus syndrome	112450	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1278
1166	Congenital unilateral hypoplasia of depressor anguli oris	125520	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1166
1168	Ataxia-oculomotor apraxia type 1	208920	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1168
1160	Chylous ascites	208300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1160
1174	Cerebellar ataxia-ectodermal dysplasia syndrome	212835	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1174
137834	Frank-Ter Haar syndrome	249420	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137834
137831	X-linked intellectual disability-cerebellar hypoplasia syndrome	300486	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137831
1170	Autosomal recessive cerebelloparenchymal disorder type 3	213200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1170
137862	MartÃ­nez-FrÃ­as syndrome	601346	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137862
1178	Ataxia-tapetoretinal degeneration syndrome	272600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1178
1180	Ataxia-hypogonadism-choroidal dystrophy syndrome	215470	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1180
1179	Benign paroxysmal tonic upgaze of childhood with ataxia	168885	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1179
1173	Cerebellar ataxia-hypogonadism syndrome	212840	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1173
137681	Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	609060	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137681
1133	AREDYLD syndrome	207780	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1133
137675	Histiocytoid cardiomyopathy	500000	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137675
1131	X-linked mandibulofacial dysostosis	301950	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1131
137678	Czech dysplasia, metatarsal type	609162	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137678
137754	Neurological conditions associated with aminoacylase 1 deficiency	609924	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137754
1145	Infantile-onset X-linked spinal muscular atrophy	301830	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1145
1144	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome	108200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1144
137776	Lethal congenital contracture syndrome type 2	607598	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137776
1150	Arthrogryposis multiplex congenita-whistling face syndrome	208155	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1150
1149	Kuskokwim syndrome	208200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1149
1159	Progressive pseudorheumatoid arthropathy of childhood	208230	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1159
137783	Lethal congenital contracture syndrome type 3	611369	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=137783
1214	Progressive hemifacial atrophy	141300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1214
1216	Autosomal dominant congenital benign spinal muscular atrophy	600175	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1216
1219	Aurocephalosyndactyly	109050	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1219
1221	Cheilitis glandularis	118330	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1221
